"Identyfikator instytucji na Fedrowaniu (FEDR_id)","Nazwa instytucji na Fedrowaniu (FEDR_name)","Nazwa systemu","Funkcja systemu","Uwagi dodatkowe"
"40455","Urząd Komisji Nadzoru Finansowego","VirusTotal","narzędzia z wbudowanymi funkcjami AI, które wspomagają codzienną pracę analityczną – np. przy ocenie złośliwości plików, wykrywaniu anomalii w infrastrukturze czy analizie zachowania szkodliwego oprogramowania",
"40455","Urząd Komisji Nadzoru Finansowego",,"Narzędzie własne Urzędu KNF (bez nazwy) (wykorzystujące machine learning do wyceny rezerw)",
"40455","Urząd Komisji Nadzoru Finansowego",,"Narzędzie własne Urzędu KNF (bez nazwy) model służący do wyliczania wymogu kapitałowego nie wykorzystuje technik uczenia maszynowego ani sztucznej inteligencji",
"38942","Straż Miejska w Wołominie","eMandat"," do gromadzenia danych (interwencje, zgłoszenia, czynności, ewidencja patroli, czas pracy) z modułem statystyki i zestawienia do generowania statystyk i analiz dla potrzeb dyslokacji patroli",
"38942","Straż Miejska w Wołominie","ANPR"," (system rozpoznawania tablic rejestracyjnych) w posiadanym systemie GANZ Security",
"4953","Kancelaria Sejmu RP","System obsługujący telefoniczne rozmowy przychodzące","(centrala telefoniczna): wprowadzony kilka lat temu, eliminuje przypadki mowy nienawiści, rozpoznaje numer telefonu, nazwę biura lub nazwisko osoby. Nie przetwarza danych osobowych.",
"4953","Kancelaria Sejmu RP","System wspierający proces opracowywania stenogramów z posiedzeń Sejmu i komisji sejmowych","przekształca w czasie rzeczywistym wypowiedzi wygłaszane przez posłów na tekst cyfrowy, automatyzuje proces opracowywania tekstów sprawozdań stenograficznych i eliminuje znaczną część pracy ręcznej.",
"4953","Kancelaria Sejmu RP","System wykorzystujący instrumenty do automatycznego tworzenia obrazów","przeznaczony do publikacji, w tym grafik do witryn internetowych, okładek książek, plakatów, ulotek i zaproszeń.",
"4953","Kancelaria Sejmu RP","System konsultacji społecznych:","od 31.10.2024 r. jest częścią Systemu Informacyjnego Sejmu (sejm.gov.pl); moduł AI analizuje w czasie rzeczywistym wypełniony przez uczestnika konsultacji formularz."," Wdrażany w ubiegłym roku system konsultacji obywatelskich został poddany analizie zgodności z prawem UE, w szczególności z ""The EU Artificial Intelligence Act"". W tym celu wykorzystano narzędzie ""EU AI Act Compliance Checker"" (https://artificialientelligenceart.eu) udostępnione przez Instytut Future of Life. Proces weryfikacji będzie powtarzany przed każdą planowaną zmianą tego systemu lub w przypadku kolejnych systemów, wykorzystujących technologie oparte na sztucznej inteligencji."
"8244","Polska Żegluga Bałtycka S.A.",,"Dział IT wykorzystuje wybrane narzędzia oparte na sztucznej inteligencji w zakresie wsparcia technicznego i biznesowego, które służą m.in. do monitorowania systemów, analizy logów oraz usprawniania komunikacji wewnętrznej. Narzędzia te wspierają procesy funkcjonowania Działu IT, a pośrednio całej spółki, poprzez dostarczanie rekomendacji technicznych i raportów diagnostycznych. ","Wykorzystywane rozwiązania mają charakter pomocniczy i wspierający pracowników w podejmowaniu decyzji – nie zastępują one decyzji biznesowych ani strategicznych, które pozostają w gestii osób odpowiedzialnych."
"8237","Polska Grupa Górnicza S.A.","Chatboty i Wirtualni Asystenci, VoiceBoty, Asystent Analizy Treści",,"adne z tych rozwiązań nie zostało zakwalifikowane jako system AI wysokiego ryzyka zgodnie z kryteriami ustanowionymi w rozporządzeniu Parlamentu Europejskiego i Rady (UE) 2024/1689 z dnia 13 czerwca 2024 r."
"40469","Kasa Rolniczego Ubezpieczenia Społecznego","mechanizmy machine learning (ML), w tym w oprogramowaniu klasy SIEM","w zakresie szeroko rozumianego cyberbezpieczeństwa (ochrony zasobów informacyjnych KRUS przed atakami sieciowymi i maleware) oraz w oprogramowaniu służącym do ochrony poczty korporacyjnej",
"8137","PGE Polska Grupa Energetyczna S.A.","systemy klasy Business Intelligence (BI) i zaawansowanej analityki","- Hurtownia danych: Wizualizacja danych, raportowanie, analizy wspierające decyzje biznesowe, wsparcie dla procesów operacyjnych. - System ERP, CTRM: Generowanie raportów biznesowych i zestawień zarządczych wspierających decyzje. - Copilot Chat (Microsoft 365): Wsparcie użytkowników w pracy z dokumentami, analizami i komunikacja - narzędzie oparte na LLM, dostępne wyłącznie po ukończeniu szkolenia i zgodnie z wytycznymi CIO.","nie podejmują decyzji autonomicznie, a jedynie wspierają pracowników w procesie podejmowania decyzji. "
"8261","Polskie Radio - Regionalna Rozgłośnia w Krakowie ""Radio Kraków"" S.A.","ChatGPT (wersja Team) do generowania tekstów pomocniczych, streszczeń i propozycji; MidJourney do generowania materiałów graficznych; ElevenLabs do transkrypcji i syntezy głosu; Cursor jako środowisko wspierające programowanie. Ponadto pracownicy przygotowali własne doraźne narzędzia pomocnicze, takie jak „Transkryptor” (przekształcanie nagrań na tekst) czy „Izolator Głosu” (separacja głosu od tła w nagraniach), korzystające z technologii ElevenLabs.",,"Podkreślono, że wszystkie te rozwiązania mają charakter wspierający i nie podejmują decyzji wpływających na działalność spółki."
"8261","Polskie Radio - Regionalna Rozgłośnia w Krakowie ""Radio Kraków"" S.A.","MidJourney","do generowania materiałów graficznych",
"8261","Polskie Radio - Regionalna Rozgłośnia w Krakowie ""Radio Kraków"" S.A.","ElevenLabs","do transkrypcji i syntezy głosu",
"8261","Polskie Radio - Regionalna Rozgłośnia w Krakowie ""Radio Kraków"" S.A.","Cursor"," jako środowisko wspierające programowanie.",
"8261","Polskie Radio - Regionalna Rozgłośnia w Krakowie ""Radio Kraków"" S.A.","Transkryptor"," (przekształcanie nagrań na tekst) ","pracownicy przygotowali własne doraźne narzędzia pomocnicze, korzystające z technologii ElevenLabs."
"8261","Polskie Radio - Regionalna Rozgłośnia w Krakowie ""Radio Kraków"" S.A.","Izolator Głosu","separacja głosu od tła w nagraniach","pracownicy przygotowali własne doraźne narzędzia pomocnicze, korzystające z technologii ElevenLabs."
"2414","Katowice","IBM IVA (Intelligent Video Analytics) w ramach Katowickiego Inteligentnego Systemu Monitoringu i Analizy","Platforma w sposób ciągły analizuje strumień wideo i generuje informacje (metadane) opisujące obrazy z kamery. Na podstawie tych metadanych są generowane alerty dot. zdarzeń, które w systemie zostały zdefiniowane jako potencjalne niebezpieczne lub wymagają zainteresowania operatora monitoringu. Następnie operator na podstawie analizy alertu podejmuje dalsze czynności związane z jego obsługą. ","Informacja o Katowickim Inteligentnym Systemie Monitoringu i Analizy jest ogólnodostępna na oficjalnej stronie  https://bip.katowice.eu/dokument.aspx?idt=512&idr=113900&menu=809, stąd brak wskazania tego systemu w poprzedniej odpowiedzi na wniosek."
"39962","Akademia Sztuk Pięknych w Gdańsku","ChatGPT","wspomaganie pracy redakcyjnej i językowej, analizowanie tekstów, generowanie podpowiedzi redakcyjnych",
"8285","Centralny Port Komunikacyjny Sp. z o.o.","Microsoft 365 Copilot",,"w ramach licencji Windows 11 Enterprise"
"1004","CIESZKÓW","SIDAS EZD","ogólnie zestaw systemów (EZD, rejestry, ewidencje)",
"1004","CIESZKÓW","SIGID","gospodarka nieruchomościami, geodezja",
"1004","CIESZKÓW","Bestia","budżet i finanse JST",
"1004","CIESZKÓW","Netproces","np. podatki, opłaty, zobowiązania",
"1004","CIESZKÓW","WebEwid","służy do prowadzenia ewidencji miejscowości, ulic i adresów (EMUiA)",
"204","CZEMIERNIKI","posiedzenia.pl","oprogramowania do transmisji sesji Rady Miejskiej w Czemiernikach, który automatycznie zamienia mowę na tekst, który wyświetlany jest na transmisji",
"2099","Gdańsk","Microsoft Copilot","funkcja zintegrowana z użytkowaną przeglądarką internetową Microsoft Edge",
"39978","Gdański Uniwersytet Medyczny","Microsoft Copilot","Wsparcie dotyczy realizacji indywidualnych zadań realizowanych przez pracowników, takich jak redakcja tekstów, wyszukiwanie treści, arkusze kalkulacyjne.","Nie są to rozwiązania systemowe w Uczelni."
"39978","Gdański Uniwersytet Medyczny","czaty i asystenci tekstowi (np. ChatGPT, NotebookLM), generatory filmów (np. Sora), muzyki (np. Suno AI)","Wsparcie dotyczy realizacji indywidualnych zadań realizowanych przez pracowników, takich jak redakcja tekstów, wyszukiwanie treści, arkusze kalkulacyjne.","Nie są to rozwiązania systemowe w Uczelni."
"40531","Gdyńskie Centrum Informatyki","Microsoft Copilot","wykorzystywany do wykonywania zadań służbowych",
"40531","Gdyńskie Centrum Informatyki","Wirtualny Urzędnik","umożliwiający pracownikom działu obsługi klienta skorzystanie z automatycznie wygenerowanych podpowiedzi na zadane przez użytkowników pytania",
"40531","Gdyńskie Centrum Informatyki","voicebot","umawianie wizyty w Urzędzie Miasta Gdyni w wybranych sprawach",
"40438","Główny Urząd Geodezji i Kartografii","Aplikacja do rozpoznawania tekstów i znaków z mapy glebowo-rolniczej",,"opracowanej przez wykonawcę OPEGIEKA Sp. z o.o. Aplikacja opiera się na: a. Wykorzystaniu dwóch opracowanych modeli uczenia maszynowego, wytrenowanych na bardzo dużym wolumenie danych treningowych. b. Wykorzystaniu architektury konwolucyjnej sieci neuronowej U-Net (CNN) w uczeniu maszynowym. "
"40438","Główny Urząd Geodezji i Kartografii","CertiflAl","do automatycznej weryfikacji wyników prac geodezyjnych","CertiflAl powstał na zlecenie Głównego Urzędu Geodezji i Kartografii w 2021 r. Aplikacja służy do kontroli wizualnej zdjęć lotniczych poprzez wykorzystanie konwolucyjnej sieci neuronowej. Proces kontroli zdjęć lotniczych obejmuje weryfikację dokumentacji, metadanych (geometria i atrybuty) oraz produktu (geometria oraz radiometria zdjęć). Wykorzystanie aplikacji pozwala na skrócenie i automatyzację procesu kontroli danych fotogrametrycznych. "
"40438","Główny Urząd Geodezji i Kartografii","Geo Chatbot","wykorzystywany jest do udzielania użytkownikom informacji z zakresu funkcjonalności Geoportalu, działalności urzędu i ogólnie pojętej geodezji i kartografii.","GeoChatbot nie jest wykorzystywany w procesach decyzyjnych użytkowników ani urzędu, pełni jedynie rolę informacyjną."
"231","GODÓW","WORD","funkcje automatycznej transkrypcji mowy na tekst",
"231","GODÓW","Microsoft Copilot","poszukiwania informacji w sposób alternatywny do wyszukiwarek typu google.co","Urząd sporadycznie wykorzystuje ogólnodostępne narzędzia typu COPILOT w ramach pakietu M365 w celu poszukiwania informacji w sposób alternatywny do wyszukiwarek typu google.com, bez wprowadzania danych wejściowych i ich przetwarzania w celach analitycznych. "
"231","GODÓW","Canva",,
"19619","Izba Administracji Skarbowej w Rzeszowie","OKO-RTG","wspiera wykrywanie przemytu wyrobów tytoniowych oraz wykorzystuje zaawansowane algorytmy AI do analizy zdjęć rentgenowskich w transporcie drogowym i kolejowym. System OKO-RTG usprawnia proces kontroli, zwiększając skuteczność wykrywania przemytu na rynek Polski i Unii Europejskiej oraz wspiera legalny obrót gospodarczy.",
"19619","Izba Administracji Skarbowej w Rzeszowie","Kaspro","udziela odpowiedzi na proste pytania z obszaru podatku od spadków i darowizn, podatku od czynności cywilnoprawnych, usługi Twój e-PIT, jak również dokonuje automatycznego przekierowania klienta do pracownika obsługującego kanał chat",
"19619","Izba Administracji Skarbowej w Rzeszowie","Kasja","automatycznie rozpoznaje zapytanie klienta, a następnie przekierowuje na odpowiednią kolejkę tematyczną do pracownika obsługującego kanał telefoniczny",
"54","KLUCZBORK","Wirtualna Asystentka","Na stronie gminy",
"40447","Komenda Główna Państwowej Straży Pożarnej","OpenAl Enterprise","(moduły Codex, Sora i Operator) do generowania i recenzji kodu oraz automatyzacji zadań serwisowych",
"40447","Komenda Główna Państwowej Straży Pożarnej","Claude i Claude Code","firmy Anthropic do weryfikacji i podsumowywania dokumentacji technicznej",
"40447","Komenda Główna Państwowej Straży Pożarnej","Replit i Stackblitz","środowiska wyposażone w funkcje Al wspierające debugowanie projektów backendowych i frontendowych",
"40447","Komenda Główna Państwowej Straży Pożarnej","Cursor.ai","zintegrowanego z IDE w celu analizy kontekstu projektów",
"40447","Komenda Główna Państwowej Straży Pożarnej","ElevenLabs","do syntetycznego odczytu treści w testach interfejsów",
"40447","Komenda Główna Państwowej Straży Pożarnej","Gamma.ai","do tworzenia szkiców prezentacji",
"40447","Komenda Główna Państwowej Straży Pożarnej","Gemini Studio","do redakcji jawnych materiałów instruktażowych",
"2279","KONSTANCIN-JEZIORNA","Capcut",,
"2279","KONSTANCIN-JEZIORNA","Adobe Photoshop",,
"2279","KONSTANCIN-JEZIORNA","Esesja",,
"8224","LOT Aircraft Maintenance Services sp. z o.o.","PowerBl","do tworzenia raportów i zestawień wspomagających decyzje",
"291","LUBYCZA KRÓLEWSKA","eSesja",,
"1167","ŁAŃCUT","OCR","OCR od ABBY",
"39981","Małopolska Uczelnia Państwowa im. rotmistrza Witolda Pileckiego w Oświęcimiu","ChatGPT Teams","wykorzystywaną do celów dydaktycznych",
"6","Marszałek Województwa Małopolskiego","MaxQDA","program do jakościowej analizy danych (analiza danych tekstowych)","do dnia dzisiejszego nie korzystywano funkcjonalności opartych o moduł AI"
"6","Marszałek Województwa Małopolskiego","Sharly AI","do analizy danych zastanych (aplikacja pozwala zapoznać się z treścią dokumentu sporządzonego w dowolnym języku, na zasadzie uzyskiwania odpowiedzi na zadane pytanie dotyczące treści dokumentu)"," Aplikacja wykorzystywana jest w momencie przygotowania przeglądu literatury dla potrzeb analizy danych zastanych (szczególnie literatura obcojęzyczna)."
"7304","Miejskie Przedsiębiorstwo Wodociągów i Kanalizacji S.A.","Elmodis","Analiza predykcyjna uszkodzeń maszyn (dmuchawy, szuszarki, pompy) - Rekomendacje w zakresie profilaktyki urządzeń",
"7304","Miejskie Przedsiębiorstwo Wodociągów i Kanalizacji S.A.","WRc","- Analiza predykcyjna uszkodzeń na sieci wod.-kan. Wsparcie decyzji inwestycyjnych",
"7304","Miejskie Przedsiębiorstwo Wodociągów i Kanalizacji S.A.","Predictive Maintenance Tool","Analiza predykcyjna uszkodzeń na sieci wod.-kan. - Wsparcie decyzji inwestycyjnych",
"5421","Ministerstwo Rolnictwa i Rozwoju Wsi","Microsoft Copilot","wykorzystywane wyłącznie przez jest przez administratorów systemowych w ramach testów pilotażowych, których celem jest ocena jego przydatności w codziennej pracy administracyjnej jak i bezpieczeństwa przetwarzanych w nich danych",
"40510","Morski Instytut Rybacki","ChatGPT","do przetwarzania tekstów — m.in. do redagowania, podsumowywania oraz udoskonalania treści. Narzędzie to wspiera nas także w edycji i poprawianiu jakości graficznej materiałów, aby tabele czy wykresy wyglądały bardziej estetycznie i czytelnie.",
"1301","OROŃSKO","eSesja",,
"166","Piotrków Trybunalski","EZD PUW","umożliwia rozpoznawanie tekstu.",
"8222","Poczta Polska S.A.","Microsoft  Copilot",,
"8262","Polska Agencja Prasowa S.A. w Warszawie","Whisper","Narzędzie operujące na otwartym modelu Whisper. Jego funkcjonalność obejmuje transformację treści audialnych (pochodzących z konferencji, wywiadów) w ich ekwiwalent tekstowy.",
"8262","Polska Agencja Prasowa S.A. w Warszawie","Microsoft Copilot",,
"8262","Polska Agencja Prasowa S.A. w Warszawie","Modele sztucznej inteligencji w ramach projektu Monitoringu Mediów"," ich zastosowania obejmują, lecz nie ograniczają się do: transkrypcji materiałów o charakterze radiowo-telewizyjnym; segmentacji transkrybowanych treści; dekompozycji zdigitalizowanych wydań gazet na poszczególne strony. W tym projekcie wdrożenie obejmuje zarówno lokalne wersje modeli Whisper, jak i interakcje z rozwiązaniami Chat GPT realizowane za pośrednictwem interfejsu programistycznego aplikacji (API).",
"8287","Polskie Sieci Elektroenergetyczne S.A.","Automatyka przemysłowa","Systemy te, na podstawie danych wejściowych z urządzeń, realizują działania w czasie rzeczywistym, takie jak sterowanie, uruchamianie zabezpieczeń, telezabezpieczeń, blokad, automatyczne ponowne załączenie oraz regulację częstotliwości.",
"8287","Polskie Sieci Elektroenergetyczne S.A.","Systemy klasy SCADA (Supervisory Control And Data Acquisition)","Umożliwiają obrazowanie, analizę i przetwarzanie danych z urządzeń, stacji pomiarowych, stacji pogodowych oraz prognoz numerycznych. Pozwalają na zdalne sterowanie, w tym automatyczne wykonywanie sekwencji zdarzeń w zależności od stanu obiektów.",
"8287","Polskie Sieci Elektroenergetyczne S.A.","Systemy predykcyjne","Przewidują stany systemu elektroenergetycznego na podstawie danych historycznych, zachowań uczestników rynku, warunków pogodowych, stanu wód w rzekach przy elektrowniach, dostępności zespołów remontowych itp. Wspierają planowanie działań w różnych horyzontach czasowych.",
"8287","Polskie Sieci Elektroenergetyczne S.A.","Narzędzia analityczne","Wykorzystują metody optymalizacji (np. Gurobi, FICO, Plexos, Tableau) do rozwiązywania złożonych problemów, wspierając decyzje m.in. w zakresie analizy ryzyk i oceny stanu technicznego urządzeń.",
"8287","Polskie Sieci Elektroenergetyczne S.A.","Roboty software'owe (RPA)","Automatyzują powtarzalne czynności związane ze zbieraniem i przetwarzaniem informacji, np. kursy walut, dane pogodowe, weryfikacja danych w systemach biurowych.",
"8287","Polskie Sieci Elektroenergetyczne S.A.","Systemy ochrony technicznej","Zawierają funkcje rozpoznawania obiektów, sylwetek ludzi i zwierząt oraz ich zachowań w chronionych strefach, zintegrowane z systemami kamer.",
"8287","Polskie Sieci Elektroenergetyczne S.A.","Narzędzia oparte na Al","Wspierają analizę danych publicznych, m.in. przegląd prasy internetowej, analizę projektów regulacji prawnych, tłumaczenia dokumentów.",
"39350","Powiatowy Inspektorat Weterynarii w Pile","G DATA, komponent DeepRay"," do analizy plikÃ³w wykonywalnych, klasyfikowania ich pod kÄ tem potencjalnych zagroÅ¼eÅ oraz podejmowania dziaÅaÅ ochronnych (np. blokowanie plikÃ³w",
"39350","Powiatowy Inspektorat Weterynarii w Pile","UTM Sophos","funkcje ochrony sieci, takie jak filtrowanie treÅci, wykrywanie zagroÅ¼eÅ, analiza ruchu sieciowego i reagowanie na incydenty. W nowszych wersjach moÅ¼e wykorzystywaÄ mechanizmy heurystyczne i analityczne wspierane przez uczenie maszynowe",
"19438","Prokuratura Okręgowa Warszawa-Praga w Warszawie","TurboScribe AI"," transkrypcje"," wykonane z użyciem narzędzia TurboScribe - stanowią jedynie materiał poglądowy, służący do typowania fragmentów nagrań, które powinny zostać poddane szczegółowym oględzinom"
"1323","PRUSZCZ GDAŃSKI","Beey.io","na zlecenie Urzędu firma ELKOMP Jacek Kądziołka z siedzibą w Limanowej dokonuje automatycznej zamiany mowy z nagrań audio video na tekst oraz udostępnia moduł audiodeskrypcji nagrań. Usługi te dotyczą nagrań Sesji Rady Gminy Pruszcz Gdański ",
"8733","PUP w Kaliszu","Syriusz","przetwarzanie informacji dotyczących bezrobotnych, poszukujących pracy, świadczenie przez publiczne służby zatrudnienia usług elektronicznych na rzecz osób bezrobotnych, pracodawców i przedsiębiorców, obsługę poczty elektronicznej publicznych służb zatrudnieni, świadczenie usług elektroniczne związanych z wymianą danych między systemami teleinformatycznymi publicznych służb zatrudnienia oraz przetwarzaniem informacji pozyskiwanych przez publiczne służby zatrudnienia, w tym danych uwierzytelniających i autoryzacyjnych pracowników publicznych służb zatrudnienia.","System ten jest udostępniony, nadzorowanym oraz aktualizowany przez Ministerstwo Rodziny, Pracy i Polityki Społecznej w Warszawie."
"8607","PUP w Krośnie","Syriusz","do rejestracji osób bezrobotnych, działań aktywizacyjnych oraz sporządzania raportów",
"8750","PUP w Szczecinku","ADOBE ACROBAT PRO","rozpoznawanie tekstu",
"8750","PUP w Szczecinku","ABBYY FINEREADER","rozpoznawanie tekstu",
"8756","PUP w Świnoujściu","Syriusz"," podstawowe narzędzie informatyczne dla wszystkich powiatowych urzędów pracy wspomagające jednorodną realizację zadań związanych z ustawą o rynku pracy i służbach zatrudnienia.","Wg naszej oceny oprogramowanie to nie jest oparte na sztucznej inteligencji."
"8590","PUP w Ustrzykach Dolnych","ChatGPT","w celu generowania postów oraz informacji zamieszczanych na portalu społecznościowym Facebook.",
"340","PYZDRY","eNapisy.pl","wprowadzane do systemu nagrania z posiedzeń są automatycznie przetwarzane na tekst",". Praca ta jest realizowana przez wdrożony na serwerach firmy MWC model językowy"
"164","RADOMSKO",,"automatycznego rozpoznawania tekstu z nagrań audio video (transkrypcja automatyczna) z możliwością edycji oraz dodania jako napisów do retransmitowanych materiałów filmowych",
"38273","Regionalny Zarząd Gospodarki Wodnej w Rzeszowie","EZD RP"," system elektronicznego zarządzania dokumentacją. Umożliwia rejestrowanie, dekretowanie i obieg dokumentów w formie elektronicznej. Dzięki automatyzacji procesów pozwala na szybsze przesyłanie pism między pracownikami lub wydziałami, łatwiejsze śledzenie spraw i ograniczenie pracy papierowej.",
"38273","Regionalny Zarząd Gospodarki Wodnej w Rzeszowie","Aplikacje OCR","narzędzia wykorzystujące technologię optycznego rozpoznawania znaków (OCR — Optical Character Recognition). Umożliwiają automatyczne przekształcanie zeskanowanych dokumentów papierowych lub plików PDF na edytowalny tekst."," Dzięki temu eliminujemy ręczne przepisywanie danych, co pozwala zaoszczędzić czas i zmniejsza liczbę błędów."
"638","Ruda Śląska","Google Gemini Pro","Wydział Kultury, Komunikacji Społecznej i Promocji Miasta tut. Urzędu wykorzystuje model sztucznej inteligencji Google Gemini Pro w celu wspomagania pracy redakcyjnej i analitycznej.",
"638","Ruda Śląska","eXtarcToolbox","Biuro Geodety Miasta wykorzystuje oprogramowanie „eXtarcToolbox” autorstwa Instytutu Zastosowań Informacji Przestrzennej i Sztucznej Inteligencji do rozpoznawania tekstu skanowanych analogowych aktów notarialnych (wersji papierowych), celem optymalizacji pracy Ewidencji Gruntów i Budynków. ",
"489","RUDNIK NAD SANEM",,"ELUD - Rejestr mieszkańców FAKTURA+ - do wystawiania faktur KADRY+ - do czynności kadrowych FKB+ - program księgowy INFO+ - rozszerzenie do programu WIP MKO+ - ewidencja gruntów gminnych POST+ - program do ewidencji podatków od środków transportowych PŁACE+ - naliczanie wynagrodzeń POGRUN+ - Ewidencja gruntów WIP+ - do ewidencji podatkowej STW+ - zarządzanie środkami trwałymi WYB+ - program do rejestru wyborców Qnet — gospodarowanie i opłaty za odpady komunalne","Urząd wymienił wiele systemów, ale chyba niekonieczne AI w rozumieniu, o jakie pytaliśmy."
"344","RUDZINIEC","Microsoft Teams","W celu przetworzenia dźwięku w tekst",
"4621","SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ MINISTERSTWA SPRAW WEWNĘTRZNYCH I ADMINISTRACJI W POZNANIU IM. PROF. LUDWIKA BIERKOWSKIEGO","Radpoint Platform RIS/PACS","wykorzystywane są algorytmy w zakresie: - TK głowy pod kątem udaru, - TK klatki piersiowej pod kątem guzków, - RTG klatki piersiowej, jako systemy analizujące dane w celu wspomagania decyzji diagnostycznych,",
"2614","Sąd Okręgowy w Łodzi","VL Dictate","transkrypcji audio. System wyposażony jest w algorytmy zamieniające mowę na tekst ",
"2581","Sąd Rejonowy w Koszalinie","OCR",,
"531","SIEMYŚL",,"raporty",
"8113","Spółka Restrukturyzacji Kopalń S.A.","Microsoft Copilot","używane pomocniczo do administrowania ustugami Microsoft",
"3339","Starostwo Powiatowe w Białymstoku","Whisper Al","do transkrypcji materiałów wideo (zawierających dane dźwiękowe) publikowanych przez urząd.","uruchomiony w środowisku lokalnym."
"3444","Starostwo Powiatowe w Lidzbarku Warmińskim","e-Posiedzenia","obsługa cyfrowa posiedzeń Rady Powiatu",
"3444","Starostwo Powiatowe w Lidzbarku Warmińskim","WPF Asystent","worzenie Wieloletniej Prognozy Finansowej Powiatu",
"3444","Starostwo Powiatowe w Lidzbarku Warmińskim","SWB Asystent","tworzenie analizy wykonania budżetu Powiatu",
"3501","Starostwo Powiatowe w Opocznie","CupCut","w wielu swoich funkcjach, m.in.: napisy, redukcja szumów, usuwanie tła","jedynie Zespół ds. Promocji, Kultury i Sportu Starostwa Powiatowego"
"3501","Starostwo Powiatowe w Opocznie","Canva",,"jedynie Zespół ds. Promocji, Kultury i Sportu Starostwa Powiatowego"
"3550","Starostwo Powiatowe w Rzeszowie",," do realizacji zadań związanych z odczytem i ekstrakcją danych z dokumentów, kalibracją rastrów, anonimizacją oraz przygotowaniem danych do wprowadzenia w systemach.",
"3570","Starostwo Powiatowe w Starogardzie Gdańskim","Napisy.pl","Wprowadzane są w nim nagrania z posiedzeń, a następnie automatycznie przetwarzane na tekst. ",
"3613","Starostwo Powiatowe w Wieruszowie","mimiuchi.com","przetwarzanie mowy na tekst w odniesieniu do sesji Rady Powiatu",
"3628","Starostwo Powiatowe w Zawierciu","posiedzenia.pl","transkrypcja audio na tekst z obrad sesji Rady Powiatu ",
"3628","Starostwo Powiatowe w Zawierciu","napisowa.pl","transkrypcja audio na tekst z innych nagranych spotkań",
"772","SZPROTAWA",," system umożliwiający automatyczne tworzenie napisów do filmów oraz nagrań audio.",
"8098","Totalizator Sportowy Sp. z o.o.","Einstein Al"," — system oparty na architekturze Salesforce, służący do optymalizacji czasu wysyłek wiadomości do klientów (Send Time Optimization),",
"8098","Totalizator Sportowy Sp. z o.o.","e-recruter (ATS)"," — narzędzie wspierające przygotowanie procesu rekrutacjj w zakresie aplikacji kandydatów,",
"8098","Totalizator Sportowy Sp. z o.o.","Gamescanner"," — system oceniający ryzyko problemowego grania",
"8098","Totalizator Sportowy Sp. z o.o.","Snowflake Cortex Al"," — analiza danych,",
"8098","Totalizator Sportowy Sp. z o.o.","Microsoft Copilot M365"," — system wspomagający pracę indywidualną pracownika",
"8098","Totalizator Sportowy Sp. z o.o.","Microsoft Copilot Chat"," — chat wykorzystujący generatywny model GPT, wspierający użytkowników nieposiadających pełnej licencji Microsoft Copilot w pracy indywidulnej w środowisku cyfrowym,",
"8098","Totalizator Sportowy Sp. z o.o.","Meta Business Suite"," — narzędzie do obsługi kampanii cyfrowych w środowisku Meta,",
"8098","Totalizator Sportowy Sp. z o.o.","Adobe Creative Cloud"," — narzędzie graficzne wspierające proces przygotowania materiałów graficznych w komunikacji marketingowej,",
"8098","Totalizator Sportowy Sp. z o.o.","PinMeTo"," — narzędzie do zarządzania wizytówkami firmowymi w Internecie",
"8098","Totalizator Sportowy Sp. z o.o.","Google Campaign Manager 360"," — narzędzie do prowadzenia kampanii cyfrowych w środowisku Google",
"8098","Totalizator Sportowy Sp. z o.o.","Adform"," — system do obsługi kampanii cyfrowych w Internecie",
"8098","Totalizator Sportowy Sp. z o.o.","Insightomat"," — analizy danych tekstowych i wypowiedzi otwartych.",
"1544","TRZESZCZANY","System automatycznej transkrypcji nagrań sesji Rady Gminy","automatycznym przetwarzaniu nagrań audio z sesji Rady Gminy na tekst (transkrypcja), a następnie przygotowywaniu napisów do nagrań publikowanych na stronie internetowej Urzędu. Usługa ta wykorzystuje system automatycznego rozpoznawania mowy, który generuje tekst na podstawie nagrań audio",
"1544","TRZESZCZANY","OCR",,
"40051","Uniwersytet Śląski w Katowicach",,"cyberbezpieczeństwo",
"618","WIELICZKA","eSesja",,
"1059","ZABRODZIE","system transkrypcji nagrań sesji Rady Gminy Zabrodzie",," zgodnie z umową z firmą DATA SECURITY SOFTWARE SOLUTIONS SP. Z O. O. SP. K."
"384","ŻNIN",,"transkrypcję mowy na tekst.",
"2191","Żory","Systherm","rozpoznawanie pisma metodą OCR. System ten służy do skanowania aktów notarialnych w celu ich digitalizacji i archiwizacji.",
