FEDR_id,CASE_id,CASE_url,Nazwa,Typ,Województwo,Powiat,Czy wydaje media,Lista mediów
3336,85017,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-22,Starostwo Powiatowe w Białej Podlaskiej,starostwo powiatowe,lubelskie,bialski,PRAWDA,"""Gościniec bialski"",""Czasopismo"",""Wydział Organizacyjno-Administracyjny"",""2001"","""",""https://www.powiatbialski.eu/category/wszystkie-wpisy/aktualnosci-starostwo/"""
3371,85051,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-56,Starostwo Powiatowe w Dzierżoniowie,starostwo powiatowe,dolnośląskie,dzierżoniowski,FAŁSZ,
3380,85059,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-64,Starostwo Powiatowe w Gnieźnie,starostwo powiatowe,wielkopolskie,gnieźnieński,FAŁSZ,
3417,85096,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-101,Starostwo Powiatowe w Kłobucku,starostwo powiatowe,śląskie,kłobucki,FAŁSZ,"""Starostwo Powiatowe w Kłobucku"",""Profil w mediach społecznościowych (Facebook)"",""Starostwo Powiatowe w Kłobucku"",""2018"","""", ""https://www.facebook.com/klobuckstarostwo"""
3437,85116,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-121,Starostwo Powiatowe w Kwidzynie,starostwo powiatowe,pomorskie,kwidzyński,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Powiat Kwidzyński"",""strona internetowa"",""Starostwo Powiatowe w Kwidzynie"",""2001"","""",""https://www.powiatkwidzynski.pl/""
""Facebook Starostwo Powiatowe Kwidzyn"",""Facebook"",""Starostwo Powiatowe w Kwidzynie"",""2023"","""",""https://www.facebook.com/starostwopowiatowekwidzyn?locale=pl PL"""
3468,85147,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-152,Starostwo Powiatowe w Mielcu,starostwo powiatowe,podkarpackie,mielecki,PRAWDA,"tytul,typ,prowadzacy,data_od,data_do,linki
""Powiat Mielecki Dzień dobry!"",""gazetka wydawana w formie papierowej"",""Biuro Promocji i Informacji"",""2016"",""luty 2024"",""https://issuu.com/powiat-mielecki"""
3487,85167,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-172,Starostwo Powiatowe w Nowym Mieście Lubawskim,starostwo powiatowe,warmińsko-mazurskie,nowomiejski,FAŁSZ,
3505,85184,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-189,Starostwo Powiatowe w Ostrowcu Świętokrzyskim,starostwo powiatowe,świętokrzyskie,ostrowiecki,FAŁSZ,
3523,85203,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-208,Starostwo Powiatowe w Poddębicach,starostwo powiatowe,łódzkie,poddębicki,PRAWDA,"""Powiat z perspektywy"",""Biuletyn informacyjny"",""Starostwo Powiatowe w Poddębicach (Wydział Pozyskiwania Funduszy Zewnętrznych, Inwestycji, Zamówień Publicznych i Promocji Powiatu)"",""2010 r."",""-"",""https://www.poddebicki.pl/asp/biuletyn-powiat-z-perspektywy,381,,1"""
3549,85230,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-235,Starostwo Powiatowe w Rypinie,starostwo powiatowe,kujawsko-pomorskie,rypiński,PRAWDA,"""Gazeta Powiatu Rypińskiego"",""Gazeta"",""Starostwo Powiatowe w Rypinie"",""1999"","""",""""
""Biuletyn Powiatu Rypińskiego"",""biuletyn"",""Starostwo Powiatowe w Rypinie"",""2015"","""","""""
3569,85251,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-256,Starostwo Powiatowe w Stargardzie,starostwo powiatowe,zachodniopomorskie,stargardzki,FAŁSZ,
3626,85303,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-308,Starostwo Powiatowe w Zambrowie,starostwo powiatowe,podlaskie,zambrowski,,
3633,85310,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-315,Starostwo Powiatowe w Zielonej Górze,starostwo powiatowe,lubuskie,zielonogórski,FAŁSZ,
96,86089,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1094,WIELGOMŁYNY,samorząd gminy,łódzkie,radomszczański,PRAWDA,"""Biuletyn Gminy Wielgomłyny"",""biuletyn informacyjny"",""Urząd Gminy w Wielgomłynach"",,,"""""
108,87115,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2120,IMIELIN,samorząd gminy,śląskie,bieruńsko-lędziński,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Kurier - Imielińska Gazeta Samorządowa"",""Miesięcznik/gazeta lokalna"",""Urząd Miasta/Imielin"",""2007 r."",""Nadal"",""wersja drukowana/dostępna wersja online: https://www.imielin.pl/pl/264/0/kurier.html""
""Facebook/Miasta Imielin"",""Media/społecznościowe"",""Urząd Miasta/Imielin"",""2024 r."",""Nadal"",""https://www.facebook.c/om/UM_Imielin""
""Strona/internetowa/Miasta Imielin"",""Strona www"",""Urząd Miasta/Imielin"",""2014 r."",""Nadal"",""https://www.imielin.pl"""
182,85648,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-653,BIAŁA PODLASKA,samorząd gminy,lubelskie,bialski,PRAWDA,"""Wiadomości Gminne"",""Gazeta"",""Urząd Gminy Biała Podlaska"","""","""","""""
207,86138,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1143,CZORSZTYN,samorząd gminy,małopolskie,nowotarski,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Biuletyn informacyjny """"Wieści z Gminy Czorsztyn"""""",""Biuletyn informacyjny"",""Urząd Gminy Czorsztyn"",""kwiecień/maj 2019"","""",""""
""Profil Gminy Czorsztyn na portalu Facebook"",""Profil na portalu społecznościowym"",""Urząd Gminy Czorsztyn"",""7 września 2018"","""",""https://www.facebook.com/gminaczorsztyn""
""Profil Gminy Czorsztyn na portalu Instagram"",""Profil na portalu społecznościowym"",""Urząd Gminy Czorsztyn"",""listopad 2019"","""",""https://www.instagram.com/gmina_czorsztyn""
""Oficjalna strona internetowa Gminy Czorsztyn"",""Strona internetowa"",""Urząd Gminy Czorsztyn"",""7 czerwca 2016"","""",""https://czorsztyn.pl"""
221,86046,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1051,PODDĘBICE,samorząd gminy,łódzkie,poddębicki,PRAWDA,"""PISMO SAMORZĄDOWE GMINY PODDĘBICE \""WOKÓŁ PODDĘBIC\"""",""GAZETA"",""URZĄD MIEJSKI W PODDĘBICACH"",""1 WYDANIE W 2025 ROKU"",""-"",""https://poddebice.pl/wp-content/uploads/2024/12/Wok%C3%B3%C5%82-Podd%C4%99bic-grudzie%C5%84-2024-www.pdf"""
229,86346,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1351,GNIEWOSZÓW,samorząd gminy,mazowieckie,kozienicki,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Moja Gmina Gniewoszów"",""biuletyn informacyjny (gazetka)"",""Biblioteka Publiczna Gminy Gniewoszów"",""2016"",,""www.gniewoszow.pl""
""Gmina Gniewoszów (fanpage na Facebooku)"",""fanpage na Facebooku"",""Urząd Gminy Gniewoszów"",""2016-06-09"",,"
243,87114,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2119,HERBY,samorząd gminy,śląskie,lubliniecki,PRAWDA,"""Herby – Informacje Gminne"",""biuletyn informacyjny"",""Referat Organizacyjny Urzędu Gminy w Herbach"",""2003"","""",""www.herby.pl/informacje"""
283,87562,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2567,LISKÓW,samorząd gminy,wielkopolskie,kaliski,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Strona internetowa www.liskow.pl"",""Strona internetowa"",""Urząd Gminy w Liskowie - referat organizacyjny"","""",""do dnia dzisiejszego"",""http://liskow.pl/asp/start.0""
""Fanpage na portalu facebook """"Gmina Lisków"""""",""Fanpage"",""Urząd Gminy w Liskowie - referat organizacyjny"",""28 stycznia 2015"",""do dnia dzisiejszego"",""https://www.facebook.com/profile.php?id=100064783625981""
""Informator Gminny Biuletyn Urzędu Gminy w Liskowie"",""Biuletyn"",""Urząd Gminy w Liskowie - referat organizacyjny"",""2017 roku"",""2023 roku"",""""
""Fanpage GOK Lisków"",""Fanpage"",""Gminny Ośrodek Kultury w Liskowie"","""",""do dnia dzisiejszego"",""https://www.facebook.com/gok.wliskowie""
""Fanpage GBP Lisków"",""Fanpage"",""Gminna Biblioteka Publiczna w Liskowie"","""",""do dnia dzisiejszego"",""https://www.facebook.com/profile.php?id=100076014662087""
""Strona internetowa GOPS Lisków"",""Strona internetowa"",""Gminny Ośrodek Pomocy Społecznej w Liskowie"","""",""do dnia dzisiejszego"",""http://gopsliskow.pl/index.php/9-gops/13-kontakt""
""Strona internetowa Żłobek Lisków"",""Strona internetowa"",""Żłobek w Lisowie"","""",""do dnia dzisiejszego"",""https://zlobekliskow.pl/"""
297,87288,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2293,MASŁÓW,samorząd gminy,świętokrzyskie,kielecki,PRAWDA,"""Kurier Masłowski"",""gazeta"",""Urząd Gminy Masłów"",""1999"","""",""http://www.maslow.pl/asp/aktualne-wydanie,265,,1 http://www.maslow.pl/asp/archiwalne-wydania,130,,1"""
309,87293,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2298,MORAWICA,samorząd gminy,świętokrzyskie,kielecki,FAŁSZ,"""Wiadomości Morawickie"",""Gazeta samorządowa"",""Urząd Miasta i Gmina Morawica - pracownicy Referatu Kultury, Sportu i Promocji"",""1994 r."","""",""""
""Miasto i Gmina Morawica"",""strona internetowa"",""Urząd Miasta i Gmina Morawica - pracownicy Referatu Kultury, Sportu i Promocji"",""2002 r."","""",""www.morawica.pl""
""Miasto i Gmina Morawica"",""profil na kanałach: Facebook"",""Urząd Miasta i Gmina Morawica - pracownicy Referatu Kultury, Sportu i Promocji"",""2012 r."","""",""""
""Miasto i Gmina Morawica"",""profil na kanałach: YouTube"",""Urząd Miasta i Gmina Morawica - pracownicy Referatu Kultury, Sportu i Promocji"",""2011 r."","""",""""
""Miasto i Gmina Morawica"",""profil na kanałach: TIK TOK"",""Urząd Miasta i Gmina Morawica - pracownicy Referatu Kultury, Sportu i Promocji"",""2023 r."","""","""""
310,86204,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1209,MSZANA DOLNA,samorząd gminy,małopolskie,Limanowski,PRAWDA,"""Nasza Gmina Mszana Dolna"",""Biuletyn informacyjny"",""Urząd Gminy Mszana Dolna"",""1998"",,""https://www.mszana.pl/dla-mieszkanca/nasza-gmina-kwartalnik.html"""
319,86773,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1778,NOWA DĘBA,samorząd gminy,podkarpackie,tarnobrzeski,PRAWDA,"""Pismo Samorządu Miasta i Gminy Nowa Deba """"Nasze Sprawy"""""",""Gazeta (wydawana w formie papierowej oraz udostępniana online)"",""Urząd Miasta i Gminy Nowa Dęba"",""sierpnia 1994 r. z przerwą w wydawaniu od maja 2020 r. do kwietnia 2024 r."","""",""http://www.nowadeba.pl/po-godzinach/gadzety/nasze-sprawy/ http://archiwum.nowadeba.pl/nasze sprawy/"""
336,85433,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-438,PODGÓRZYN,samorząd gminy,dolnośląskie,karkonoski,,
338,87764,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2769,PRZELEWICE,samorząd gminy,zachodniopomorskie,pyrzycki,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Nowiny Przelewickiej Gminy"",""gazeta"",""Urząd Gminy Przelewice we współpracy z Gminnym Centrum Kultury w Przelewicach"",""2016"","""",""""
""Strona internetowa Gminy Przelewice"",""strona internetowa"",""Urząd Gminy Przelewice"","""","""",""https://przelewice.pl/""
""Oficjalny profil Gminy Przelewice na Facebooku"",""profil na Facebooku"",""Urząd Gminy Przelewice"","""","""",""https://www.facebook.com/profile.php?id=100078624776074"""
381,86036,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1041,OZORKÓW,samorząd gminy,łódzkie,zgierski,PRAWDA,"""Gminniak miesięcznik mieszkańców gminy Ozorków"",""gazeta"",""Gmina Ozorków"",""1991-01-03"","""",https://ug-ozorkow.pl/87-info-o-gminie/110-gminniak-wydania-archiwalne"
392,85837,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-842,WOJSŁAWICE,samorząd gminy,lubelskie,chełmski,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Strona internetowa Gminy Wojsławice"",""Strona internetowa"",""Urząd Gminy Wojsławice"",""2011"","""",""https://wojslawice.com/""
""Profil Gminy Wojsławice na Facebooku"",""Profil w mediach społecznościowych"",""Urząd Gminy Wojsławice"",""2021"","""",""https://www.facebook.com/profile.php?id=100068944416180""
""Wojsławiak"",""Gazeta (wydawnictwo papierowe i elektroniczne)"",""Gminne Centrum Kultury, Sportu i Turystyki w Wojsławicach"",""2015"","""",""https://wojslawice.com/wojslawiak/"""
403,86389,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1394,KOŁBIEL,samorząd gminy,mazowieckie,otwocki,PRAWDA,"""Nasza Kołbiel"",""gazeta samorządowa"",""Gmina Kołbiel"",""od stycznia 2017 r."","""",""https://www.kolbiel.pl/asp/pl_start.asp?typ=14&menu=118&strona=1"""
472,87039,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2044,REDZIKOWO (dawn. SŁUPSK),samorząd gminy,pomorskie,słupski,,
481,87593,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2598,OPALENICA,samorząd gminy,wielkopolskie,nowotomyski,PRAWDA,"tytul,typ,prowadzacy,data_od,data_do,linki
""Echa Opalenickie"",""czasopismo samorządowe"",""Gmina Opalenica"",""01-07-1983"","""",""https://opalenica.pl/echa-opalenickie-online/"""
499,87003,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2008,LĘBORK,samorząd gminy,pomorskie,lęborski,PRAWDA,"tytul,typ,prowadzacy,data_od,data_do,linki
""Biuletyn Urzędu Miejskiego w Lęborku"",""biuletyn informacyjny"",""Wydział Współpracy i Rozwoju Urzędu Miejskiego w Lęborku"",,,""https://www.lebork.pl/files/download/7802/internet-bum-04-2023.pdf https://www.lebork.pl/files/download/7802/MUM-07-INTERNET.pdf https://www.lebork.pl/files/download/7802/Biuletyn-Grudzie-2023.pdf https://www.lebork.pl/files/download/7802/MARZEC-2024-internet.pdf"""
555,87524,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2529,KĘPNO,samorząd gminy,wielkopolskie,kępiński,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Dzień Dobry w Kępnie"",""fanpage na portalu Facebook"",""Wydział Komunikacji Społecznej UMiG Kępno"",""6 maja 2015"","""",""https://www.facebook.com/dziendobrywkepnie""
""Wiadomości z Ratusza"",""Biuletyn informacyjny"",""Wydział Komunikacji Społecznej UMiG Kępno"",""2016 roku"","""",""https://issuu.com/umigkepno""
""Dzień Dobry w Kępnie"",""fanpage na portalu Instagram"",""Wydział Komunikacji Społecznej UMiG Kępno"",""marca 2021"","""","""""
576,87325,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2330,SKARŻYSKO-KOŚCIELNE,samorząd gminy,świętokrzyskie,skarżyski,FAŁSZ,"""Strona internetowa Gminy"",""Strona internetowa"",""Referat Organizacyjny"","""","""",""https://www.skarzysko.com.pl""
""Strona Facebook"",""Media społecznościowe"",""Referat Organizacyjny"",""2024"","""",""https://www.facebook.com/profile.php?id=61561137224444""
""Nasza Gmina"",""Biuletyn informacyjny"",""Gmina Skarżysko Kościelne"",""2008"","""","""""
601,86186,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1191,LIPNICA WIELKA,samorząd gminy,małopolskie,nowotarski,PRAWDA,"""Gminne Nowiny"",""kwartalnik"",""Gmina Lipnica Wielka"",""1993"","""",""https://mieszkancy.lipnicawielka.pl/gminne-nowiny/"""
635,85710,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-715,KRASNYSTAW,samorząd gminy,lubelskie,krasnostawski,PRAWDA,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Informator Krasnostawski"",""Biuletyn informacyjny"",""Urząd Miasta Krasnystaw"","""","""",""https://krasnystaw.pl/aktualnosci/n,347871,zapraszamy-do-lektury-informatora-krasnostawskiego.html,https://krasnystaw.pl/aktualnosci/n,354998,zapraszamy-do-lektury-nowego-informatora-krasnostawskiego.html"""
637,86203,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1208,Mszana Dolna,samorząd gminy,małopolskie,limanowski,PRAWDA,"""Pod Lubogoszczą"",""biuletyn informacyjny"",""Urząd Miasta w Mszanie Dolnej"",""2008"",""2024"",""http://archiwum.mszana-dolna.eu/pod-lubogoszcza.html https://mszana-dolna.eu/pod-lubogoszcza.html"""
667,85895,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-900,NOWOGRÓD BOBRZAŃSKI,samorząd gminy,lubuskie,zielonogórski,FAŁSZ,
688,87303,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2308,OPATÓW,samorząd gminy,świętokrzyskie,opatowski,PRAWDA,"""Radio Opatów"",""radio"",""Opatowski Ośrodek Kultury"",""2002-01-25"","""",""""
""Samorządowe Pismo Społeczno - Kulturalne Opatów"",""gazeta"",""Urząd Miasta i Gminy w Opatowie"",""2012-01"","""",""https://umopatow.pl/epublikacje-strona-1.html"""
736,86088,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1093,WIDAWA,samorząd gminy,łódzkie,łaski,FAŁSZ,
872,85423,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-428,OŁAWA,samorząd gminy,dolnośląskie,oławski,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Gmina Oława Facebook"",""inne - media społecznościowe"",""Urząd Gminy Oława"","""","""",""www.facebook.com/gminaOlawa""
""Strona internetowa Gminy Oława"",""inne - strona internetowa"",""Urząd Gminy Oława"","""","""",""www.gminaolawa.pl""
""Biuletyn Informacji Publicznej Gminy Oława"",""Biuletyn informacyjny"",""Urząd Gminy Oława"","""","""",""bip.gminaolawa.pl"""
875,87776,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2781,SŁAWNO,samorząd gminy,zachodniopomorskie,sławieński,PRAWDA,"""Gmina nad Wieprzą"",""gazeta gminna"",""Urząd Gminy Sławno"",""2011"","""",""https://gminaslawno.pl/wiadomosci/temat/519"""
911,85879,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-884,KROSNO ODRZAŃSKIE,samorząd gminy,lubuskie,krośnieński,,
955,85753,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-758,OPOLE LUBELSKIE,samorząd gminy,lubelskie,opolski,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Gmina Opole Lubelskie"",""profil spoÅ‚ecznoÅ›ciowy"",""UrzÄ…d Miejski w Opolu Lubelskim"",""2015"",,""https://www.facebook.com/GminaOpoleLubelskie""
""Opolanin - Biuletyn Informacyjny Gminy Opole Lubelskie"",""drukowany biuletyn informacyjny"",""UrzÄ…d Miejski w Opolu Lubelskim"",""1990"",,""https://www.opolelubelskie.pl/opolanin"""
970,87766,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2771,PYRZYCE,samorząd gminy,zachodniopomorskie,pyrzycki,,
1048,87462,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2467,WIELICZKI,samorząd gminy,warmińsko-mazurskie,olecki,FAŁSZ,
1054,86095,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1100,WOLA KRZYSZTOPORSKA,samorząd gminy,łódzkie,piotrkowski,FAŁSZ,"""Nasza Gmina"",""biuletyn informacyjny"",""Urząd Gminy Wola Krzysztoporska"",""2007"",""nadal"",""https://www.wola-krzysztoporska.pl/biuletyn-nasza-gmina/""
""www.wola-krzysztoporska.pl"",""strona internetowa"",""Urząd Gminy Wola Krzysztoporska"",""2006"",""nadal"",""www.wola-krzysztoporska.pl""
""Fanpage na Facebooku, X"",""funpage"",""Urząd Gminy Wola Krzysztoporska"",""2015"",""nadal"",""https://www.facebook.com/profile.php?id=100071503061753"""
1063,87691,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2696,ŻERKÓW,samorząd gminy,wielkopolskie,jarociński,FAŁSZ,"""Informator gminny"",""Biuletyn informacyjny"",""Urząd Miasta i Gminy Żerków"",""2017"","""",""https://www.zerkow.pl/asp/informator-zerkowski,280,,1""
""facebook – Gmina Żerków"",""internet"",""Urząd Miasta i Gminy Żerków"","""","""",""https://www.facebook.com/gmina.zerkow""
""strona internetowa – www.zerkow.pl"",""internet"",""Urząd Miasta i Gminy Żerków"","""","""",""https://www.zerkow.pl/asp/start,0"""
